department,department_name,division,gender,base_salary,2024_overtime_pay,2024_longevity_pay,grade,total_pay,ot_ratio
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,24255.62,0.0,0.0,10,24255.62,0.0
DOT,Department of Transportation,DOT 50 Highway Services,M,58496.0,16775.31,0.0,15,75271.31,0.2867770445842451
DOT,Department of Transportation,DOT 50 Highway Services,M,58496.0,10598.66,0.0,15,69094.66,0.18118606400437637
ABS,Alcohol Beverage Services,ABS 85 Poolesville,F,25963.39,18.67,0.0,12,25982.059999999998,0.0007190894563460319
OCP,Office of Consumer Protection,OCP 39 Operations,F,84102.73,0.0,0.0,N18,84102.73,0.0
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,166633.23,0.0,0.0,M3,166633.23,0.0
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,87523.0,0.0,0.0,16,87523.0,0.0
DOT,Department of Transportation,DOT 50 Parking Management Financial Management,F,97778.95,0.0,0.0,21,97778.95,0.0
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,69040.67,468.29,0.0,19,69508.95999999999,0.006782813666205731
CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,94216.14,0.0,0.0,N23,94216.14,0.0
ABS,Alcohol Beverage Services,ABS 85 Flower Avenue,F,25963.39,45.18,0.0,12,26008.57,0.001740142562277114
DOT,Department of Transportation,DOT 50 Highway Services,M,58496.0,9072.6,0.0,15,67568.6,0.15509778446389497
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,91128.38,294.96,0.0,20,91423.34000000001,0.003236752370666525
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,F,55713.0,1791.72,0.0,C5,57504.72,0.032159819072747835
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OSP Low Code Governance and Administration,M,149112.0,0.0,0.0,N28,149112.0,0.0
COR,Correction and Rehabilitation,COR 42 DS Health Services,F,159533.39,0.0,0.0,M2,159533.39,0.0
POL,Department of Police,POL 47 FSB Security Services Division,M,69190.81,18108.65,0.0,15,87299.45999999999,0.2617204510252157
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,24255.62,0.0,0.0,10,24255.62,0.0
POL,Department of Police,POL 47 MSB Information Management and Technology Division Crime Analysis Section,F,88240.27,0.0,0.0,20,88240.27,0.0
ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,53362.34,1193.53,0.0,12,54555.869999999995,0.022366522907353765
ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,53772.31,4885.4,0.0,12,58657.71,0.09085345226939293
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,70418.0,13157.02,0.0,T1,83575.02,0.18684171660654947
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,75406.0,6756.64,0.0,T1,82162.64,0.08960347982919131
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,75406.0,18381.04,0.0,T1,93787.04000000001,0.24376097392780416
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,88278.13,0.0,0.0,N21,88278.13,0.0
POL,Department of Police,POL 47 MSB Management and Budget Division Vehicle Recovery Section,M,63658.37,6775.62,0.0,16,70433.99,0.10643722105985434
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,48511.23,3012.62,0.0,10,51523.850000000006,0.06210149691112758
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,103153.97,0.0,0.0,24,103153.97,0.0
DGS,Department of General Services,DGS 36 Central Duplicating,M,74897.75,8855.66,0.0,15,83753.41,0.11823666265007961
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,95458.0,1881.65,0.0,18,97339.65,0.019711810429717782
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,107279.78,0.0,0.0,N25,107279.78,0.0
ABS,Alcohol Beverage Services,ABS 85 Burtonsville,M,25963.39,1016.21,0.0,12,26979.6,0.03914011228888061
REC,Department of Recreation,REC 72 Aquatic Team Management,M,67845.17,1258.82,0.0,21,69103.99,0.01855430533964319
LIB,Department of Public Libraries,LIB 71 Quince Orchard Library,F,102620.41,0.0,0.0,N25,102620.41,0.0
CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,94809.94,0.0,0.0,23,94809.94,0.0
COR,Correction and Rehabilitation,COR 42 DS Health Services,F,97047.38,19904.99,0.0,24,116952.37000000001,0.20510589775839388
LIB,Department of Public Libraries,LIB 71 White Oak Library,M,23574.53,0.0,0.0,8,23574.53,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,101452.21,546.5,0.0,24,101998.71,0.005386772747483766
ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",M,88871.92,0.0,0.0,18,88871.92,0.0
REC,Department of Recreation,REC 72 Aquatic Team Management,M,69706.28,419.64,0.0,18,70125.92,0.006020117556122633
DOT,Department of Transportation,DOT 50 Commuter Services,M,78975.2,4694.71,0.0,21,83669.91,0.05944537019216159
CCL,County Council,CCL 01 Council Members and Staff,M,95458.0,0.0,0.0,N18,95458.0,0.0
CCL,County Council,CCL 01 Council Members and Staff,M,95458.0,0.0,0.0,N18,95458.0,0.0
CCL,County Council,CCL 01 Council Members and Staff,M,94216.15,0.0,0.0,N18,94216.15,0.0
CCL,County Council,CCL 01 Council Members and Staff,M,63406.07,0.0,0.0,N26,63406.07,0.0
CCL,County Council,CCL 01 Council Members and Staff,M,100154.17,0.0,0.0,N26,100154.17,0.0
CCL,County Council,CCL 01 Council Members and Staff,F,128062.99,0.0,0.0,LB3,128062.99,0.0
CCL,County Council,CCL 01 Council Members and Staff,F,135000.0,0.0,0.0,LB3,135000.0,0.0
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,22260.4,0.0,0.0,8,22260.4,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,53047.63,0.0,0.0,16,53047.63,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,53047.63,0.0,0.0,16,53047.63,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,53047.63,0.0,0.0,16,53047.63,0.0
CCL,County Council,CCL 01 Council Members and Staff,M,76129.82,0.0,0.0,N26,76129.82,0.0
ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,50171.02,6356.02,0.0,12,56527.03999999999,0.12668707951323296
FRS,Fire and Rescue Services,FRS 45 Station 25,M,67656.0,532.12,0.0,F2,68188.12,0.007865082180442236
FRS,Fire and Rescue Services,FRS 45 Station 4,M,67656.0,1061.58,0.0,F2,68717.58,0.01569084781837531
FRS,Fire and Rescue Services,FRS 45 Station 23,M,67656.0,1147.74,0.0,F2,68803.74,0.016964349059950336
FRS,Fire and Rescue Services,FRS 45 Station 14,M,67656.0,14447.91,0.0,F2,82103.91,0.21354957431713373
FRS,Fire and Rescue Services,FRS 45 Station 1,F,67656.0,12005.75,0.0,F2,79661.75,0.17745284971029915
FRS,Fire and Rescue Services,FRS 45 Station 1,M,67656.0,411.82,0.0,F2,68067.82,0.006086969374482677
FRS,Fire and Rescue Services,FRS 45 Station 25,M,67656.0,2143.52,0.0,F2,69799.52,0.03168262977415159
FRS,Fire and Rescue Services,FRS 45 Station 25,M,67656.0,22937.83,0.0,F2,90593.83,0.33903615348232236
FRS,Fire and Rescue Services,FRS 45 Station 23,M,67656.0,1977.94,0.0,F2,69633.94,0.029235248906231526
FRS,Fire and Rescue Services,FRS 45 Station 18,M,67656.0,6335.73,0.0,F2,73991.73,0.093646239801348
FRS,Fire and Rescue Services,FRS 45 Station 3,M,67656.0,11073.99,0.0,F2,78729.99,0.163680826534232
FRS,Fire and Rescue Services,FRS 45 Station 12,M,67656.0,37274.28,0.0,F2,104930.28,0.5509382759843916
FRS,Fire and Rescue Services,FRS 45 Station 30,M,67656.0,3741.69,0.0,F2,71397.69,0.05530462930117063
FRS,Fire and Rescue Services,FRS 45 Field Recruits,M,58113.0,0.0,0.0,F3,58113.0,0.0
FRS,Fire and Rescue Services,FRS 45 Station 10,M,67656.0,9983.26,0.0,F2,77639.26,0.14755912262031454
FRS,Fire and Rescue Services,FRS 45 Station 13,M,67656.0,11051.69,0.0,F2,78707.69,0.16335121792597848
FRS,Fire and Rescue Services,FRS 45 Station 25,M,67656.0,3631.35,0.0,F2,71287.35,0.05367373181979425
FRS,Fire and Rescue Services,FRS 45 Station 32,M,67656.0,12722.5,0.0,F2,80378.5,0.1880468842379094
FRS,Fire and Rescue Services,FRS 45 Station 4,M,67656.0,2768.38,0.0,F2,70424.38,0.04091846990658626
FRS,Fire and Rescue Services,FRS 45 Station 31,M,67656.0,12259.29,0.0,F2,79915.29000000001,0.1812003369989358
FRS,Fire and Rescue Services,FRS 45 Station 21,M,67656.0,15703.64,0.0,F2,83359.64,0.23211008631902566
FRS,Fire and Rescue Services,FRS 45 Station 23,M,67656.0,9236.79,0.0,F2,76892.79000000001,0.1365258070237673
FRS,Fire and Rescue Services,FRS 45 Station 2,M,67656.0,14547.94,0.0,F2,82203.94,0.21502808324464942
FRS,Fire and Rescue Services,FRS 45 Station 29,M,67656.0,432.12,0.0,F2,68088.12,0.006387016672578929
FRS,Fire and Rescue Services,FRS 45 Station 32,M,67656.0,3771.25,0.0,F2,71427.25,0.05574154546529502
FIN,Department of Finance,FIN 32 Financial Analysis Audit and Compliance,M,130181.0,0.0,0.0,N25,130181.0,0.0
REC,Department of Recreation,REC 72 Countywide Programs,F,89465.73,417.58,0.0,21,89883.31,0.004667485527698707
CAT,County Attorney's Office,CAT 30 County Attorney's Office,F,74026.88,0.0,0.0,N15,74026.88,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,159380.23,0.0,0.0,M3,159380.23,0.0
REC,Department of Recreation,REC 72 Facilities Division,M,69960.44,0.0,0.0,18,69960.44,0.0
CAT,County Attorney's Office,"CAT 30 Zoning, Land Use and Economic Development",F,142495.0,0.0,0.0,N27,142495.0,0.0
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,129844.24,0.0,0.0,N26,129844.24,0.0
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,130181.0,0.0,0.0,N25,130181.0,0.0
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,F,119032.0,0.0,0.0,23,119032.0,0.0
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,73379.65,0.0,0.0,21,73379.65,0.0
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,M,24255.62,0.0,0.0,10,24255.62,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,95458.0,0.0,0.0,18,95458.0,0.0
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,24255.62,0.0,0.0,10,24255.62,0.0
ABS,Alcohol Beverage Services,ABS 85 Administration,F,82073.81,4180.44,0.0,18,86254.25,0.05093512778315031
COR,Correction and Rehabilitation,COR 42 DS Detention Services,M,178541.27,0.0,0.0,M2,178541.27,0.0
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,24255.62,50.71,0.0,10,24306.329999999998,0.0020906495072069895
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,130181.0,0.0,0.0,N25,130181.0,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 CIO Project Management,F,194980.0,0.0,0.0,M2,194980.0,0.0
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,M,66621.0,20281.43,0.0,C4,86902.43,0.3044299845394095
POL,Department of Police,POL 47 PSB 4th District Patrol,F,80511.0,10820.69,0.0,P3,91331.69,0.13440014407969098
FIN,Department of Finance,FIN 32 Division of Fiscal Management,M,131031.85,0.0,0.0,N28,131031.85,0.0
CCL,County Council,CCL 01 Council Central Staff,F,88278.13,0.0,0.0,N21,88278.13,0.0
POL,Department of Police,POL 47 MSB Training and Education Division,F,85292.53,0.0,0.0,N21,85292.53,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,98840.66,0.0,0.0,24,98840.66,0.0
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,103859.41,0.0,0.0,24,103859.41,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,106764.35,0.0,0.0,24,106764.35,0.0
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,80511.0,39774.15,0.0,P3,120285.15,0.49402131385773373
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,M,116701.39,0.0,0.0,23,116701.39,0.0
OHR,Office of Human Resources,OHR 33 Occupational Medical Services Team,M,95017.78,0.0,0.0,N21,95017.78,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,68578.42,0.0,0.0,18,68578.42,0.0
REC,Department of Recreation,REC 72 Countywide Programs,M,112597.55,399.78,0.0,N23,112997.33,0.0035505213035274745
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,98840.66,0.0,0.0,24,98840.66,0.0
ABS,Alcohol Beverage Services,ABS 85 Fallsgrove,M,100154.16,194.51,0.0,N21,100348.67,0.0019421060493143769
FRS,Fire and Rescue Services,FRS 45 Field Operations Administration,M,67656.0,5303.33,0.0,F2,72959.33,0.0783866914981672
FRS,Fire and Rescue Services,FRS 45 Station 16,M,67656.0,269.68,0.0,F2,67925.68,0.00398604706160577
FRS,Fire and Rescue Services,FRS 45 Station 31,M,67656.0,4756.66,0.0,F2,72412.66,0.07030655078633084
FRS,Fire and Rescue Services,FRS 45 Station 18,M,67656.0,11183.11,0.0,F2,78839.11,0.16529369161641244
FRS,Fire and Rescue Services,FRS 45 Station 29,M,67656.0,1853.73,0.0,F2,69509.73,0.02739934373891451
FRS,Fire and Rescue Services,FRS 45 Station 1,M,67656.0,8205.3,0.0,F2,75861.3,0.12127970911670805
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,62764.26,4469.41,0.0,16,67233.67,0.07120947494641058
DEP,Department of Environmental Protection,DEP 80 Building and Transportation Programs,F,95403.75,0.0,0.0,23,95403.75,0.0
HCA,Department of Housing and Community Affairs,HCA 76 Multi-Family Housing Program,M,130181.0,0.0,0.0,25,130181.0,0.0
NDA,Non-Departmental Account,NDA 99 MCERP,M,103662.33,0.0,0.0,N23,103662.33,0.0
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,108739.35,0.0,0.0,N25,108739.35,0.0
POL,Department of Police,POL 47 FSB Security Services Division,M,65238.62,13735.66,0.0,15,78974.28,0.21054491955838428
REC,Department of Recreation,REC 72 Facilities Division,M,75747.79,0.0,0.0,18,75747.79,0.0
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,97875.16,0.0,0.0,24,97875.16,0.0
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,F,64592.0,32691.38,0.0,C4,97283.38,0.506121191478821
FRS,Fire and Rescue Services,FRS 45 Procurement,F,164490.95,0.0,0.0,M3,164490.95,0.0
OMB,Office of Management and Budget,OMB 31 Office of Management and Budget,F,149112.0,0.0,0.0,N28,149112.0,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,95458.0,0.0,0.0,18,95458.0,0.0
FIN,Department of Finance,FIN 32 General Accounting,M,136188.0,0.0,0.0,N26,136188.0,0.0
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 3 Security,M,66621.0,25779.84,0.0,C4,92400.84,0.38696266942855856
FRS,Fire and Rescue Services,FRS 45 Station 23,M,67656.0,4896.66,0.0,F2,72552.66,0.07237584249733948
FRS,Fire and Rescue Services,FRS 45 Station 12,M,67656.0,8986.64,0.0,F2,76642.64,0.13282842615584722
FRS,Fire and Rescue Services,FRS 45 Station 12,M,67656.0,0.0,0.0,F2,67656.0,0.0
FRS,Fire and Rescue Services,FRS 45 Station 32,M,67656.0,7149.6,0.0,F2,74805.6,0.10567577155019511
FRS,Fire and Rescue Services,FRS 45 Station 32,M,67656.0,10181.49,0.0,F2,77837.49,0.15048909187655196
FRS,Fire and Rescue Services,FRS 45 Station 4,M,67656.0,7886.32,0.0,F2,75542.32,0.11656497575972567
FRS,Fire and Rescue Services,FRS 45 Station 21,M,67656.0,16777.16,0.0,F2,84433.16,0.24797741515903984
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,68081.23,0.0,0.0,18,68081.23,0.0
FRS,Fire and Rescue Services,FRS 45 Station 26,M,67656.0,22136.4,0.0,F2,89792.4,0.32719049308265347
FRS,Fire and Rescue Services,FRS 45 Field Recruits,M,67656.0,10772.8,0.0,F2,78428.8,0.1592290410310985
FRS,Fire and Rescue Services,FRS 45 Station 21,F,67656.0,32190.0,0.0,F2,99846.0,0.475789286981199
FRS,Fire and Rescue Services,FRS 45 Station 25,M,65367.0,759.1,0.0,F3,66126.1,0.011612893355974728
FRS,Fire and Rescue Services,FRS 45 Station 21,M,67656.0,647.92,0.0,F2,68303.92,0.009576682038547947
FRS,Fire and Rescue Services,FRS 45 Station 2,M,67656.0,15846.63,0.0,F2,83502.63,0.2342235721887194
FRS,Fire and Rescue Services,FRS 45 Station 35,M,67656.0,6154.76,0.0,F2,73810.76,0.09097138465176777
FRS,Fire and Rescue Services,FRS 45 Station 17,M,67656.0,3204.39,0.0,F2,70860.39,0.04736298332742107
DHS,Office of Emergency Management and Homeland Security,DHS 49 Director's Office,M,217359.0,0.0,0.0,M1,217359.0,0.0
FRS,Fire and Rescue Services,FRS 45 Station 21,M,67656.0,2861.47,0.0,F2,70517.47,0.04229440108785621
REC,Department of Recreation,REC 72 Facilities Division,M,73374.56,0.0,0.0,18,73374.56,0.0
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,101751.8,0.0,0.0,24,101751.8,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,98021.46,0.0,0.0,24,98021.46,0.0
HCA,Department of Housing and Community Affairs,HCA 76 Affordable Housing Programs,F,114405.4,0.0,0.0,25,114405.4,0.0
HRC,Office of Human Rights,HRC 46 Compliance,M,92751.25,0.0,0.0,20,92751.25,0.0
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,72245.47,0.0,0.0,18,72245.47,0.0
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,97573.29,0.0,0.0,23,97573.29,0.0
CAT,County Attorney's Office,CAT 30 Insurance Defense Litigation,F,152408.71,0.0,0.0,N32,152408.71,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,88770.7,0.0,0.0,24,88770.7,0.0
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,84715.32,2503.29,0.0,20,87218.61,0.029549436866909074
CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,M,83539.59,0.0,0.0,N18,83539.59,0.0
CCL,County Council,CCL 01 Council Members and Staff,F,88278.13,0.0,0.0,N18,88278.13,0.0
CCL,County Council,CCL 01 Council Members and Staff,F,77194.22,0.0,0.0,N18,77194.22,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,80281.52,160.59,0.0,N17,80442.11,0.0020003358182555586
CCL,County Council,CCL 01 Council Members and Staff,M,144769.22,0.0,0.0,LB3,144769.22,0.0
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,117968.21,0.0,0.0,N23,117968.21,0.0
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,87127.56,0.0,0.0,16,87127.56,0.0
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,111650.53,933.56,0.0,24,112584.09,0.008361447097474594
CCL,County Council,CCL 01 Council Members and Staff,F,95458.0,0.0,0.0,N18,95458.0,0.0
CCL,County Council,CCL 01 Council Members and Staff,F,77510.48,0.0,0.0,N16,77510.48,0.0
POL,Department of Police,POL 47 MSB Information Management and Technology Division Crime Analysis Section,M,90534.57,0.0,0.0,20,90534.57,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,65119.86,0.0,0.0,13,65119.86,0.0
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,89465.73,509.97,0.0,21,89975.7,0.005700171451124359
CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,103662.33,0.0,0.0,23,103662.33,0.0
CCL,County Council,CCL 01 Council Members and Staff,M,91840.95,0.0,0.0,N18,91840.95,0.0
HCA,Department of Housing and Community Affairs,HCA 76 Director,M,220000.0,0.0,0.0,EX1,220000.0,0.0
FRS,Fire and Rescue Services,FRS 45 Station 12,M,67656.0,15040.15,0.0,F2,82696.15,0.2223032694809034
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,93638.23,0.0,0.0,24,93638.23,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,94329.56,0.0,0.0,24,94329.56,0.0
LIB,Department of Public Libraries,LIB 71 Materials Delivery,M,62344.01,0.0,0.0,12,62344.01,0.0
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,123158.49,0.0,0.0,25,123158.49,0.0
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,121966.89,0.0,0.0,24,121966.89,0.0
OHR,Office of Human Resources,OHR 33 Talent Acquisition & Management,M,83554.0,0.0,0.0,N25,83554.0,0.0
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,M,65212.62,282.18,0.0,13,65494.8,0.004327076568921782
DGS,Department of General Services,DGS 36 Central Duplicating,M,60869.55,189.04,0.0,11,61058.590000000004,0.0031056579192716223
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,93638.23,0.0,0.0,24,93638.23,0.0
POL,Department of Police,POL 47 MSB Communications Division,F,67501.51,13089.76,0.0,19,80591.26999999999,0.19391803235216518
POL,Department of Police,POL 47 MSB Communications Division,M,67501.51,8243.4,0.0,19,75744.90999999999,0.12212171253650474
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,95458.0,32540.29,0.0,18,127998.29000000001,0.3408859393660039
CCL,County Council,CCL 01 Council Members and Staff,F,94216.15,0.0,0.0,N22,94216.15,0.0
REC,Department of Recreation,REC 72 Facilities Division,M,79344.53,0.0,0.0,21,79344.53,0.0
SHF,Sheriff's Office,SHF 48 Administration,M,64048.0,4160.53,0.0,G1,68208.53,0.06495956157881588
POL,Department of Police,POL 47 MSB Training and Education Division,F,28289.4,0.0,0.0,10,28289.4,0.0
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,65983.48,38619.93,0.0,T1,104603.41,0.5852969561472053
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,65983.48,25545.73,0.0,T1,91529.20999999999,0.38715342082594006
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,23435.38,0.0,0.0,10,23435.38,0.0
HCA,Department of Housing and Community Affairs,HCA 76 Housing Landlord and Tenant Mediation,F,102504.51,0.0,0.0,23,102504.51,0.0
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,75602.4,0.0,0.0,13,75602.4,0.0
REC,Department of Recreation,REC 72 Facilities Division,F,73459.89,0.0,0.0,18,73459.89,0.0
DOT,Department of Transportation,DOT 50 Traffic Engineering Studies Section,F,138075.24,0.0,0.0,N28,138075.24,0.0
DPS,Department of Permitting Services,DPS 75 Fire Code Compliance,M,100209.63,0.0,0.0,24,100209.63,0.0
CCL,County Council,CCL 01 Council Members and Staff,F,95458.0,0.0,0.0,N18,95458.0,0.0
LIB,Department of Public Libraries,LIB 71 Public Service Administration,M,136927.8,0.0,0.0,N28,136927.8,0.0
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,23435.38,0.0,0.0,10,23435.38,0.0
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,77087.93,154.95,0.0,16,77242.87999999999,0.0020100422984506137
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,68780.36,1423.98,0.0,16,70204.34,0.020703293789099096
DPS,Department of Permitting Services,DPS 75 Commercial Electrical and FPS Inspections,M,97914.74,0.0,0.0,21,97914.74,0.0
CEC,Community Engagement Cluster,CEC 16 Community Partnerships,M,124305.93,0.0,0.0,N28,124305.93,0.0
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,M,64592.0,23510.31,0.0,C4,88102.31,0.3639817624473619
HCA,Department of Housing and Community Affairs,HCA 76 Housing Code Enforcement,F,78293.42,0.0,0.0,19,78293.42,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,94329.57,0.0,0.0,24,94329.57,0.0
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,M,66621.0,18790.64,0.0,C4,85411.64,0.28205280617222794
LIB,Department of Public Libraries,LIB 71 Public Service Administration,M,96767.3,0.0,0.0,23,96767.3,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,95498.22,0.0,0.0,24,95498.22,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,95498.22,0.0,0.0,24,95498.22,0.0
CCL,County Council,CCL 01 Council Central Staff,M,79555.65,0.0,0.0,N17,79555.65,0.0
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,105464.92,14242.06,0.0,21,119706.98,0.135040732027294
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,76113.33,0.0,0.0,18,76113.33,0.0
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,75539.61,1102.96,0.0,20,76642.57,0.014601081472356026
OAG,Office of Agriculture,OAG 78 Agricultural Services,F,85292.87,0.0,0.0,N23,85292.87,0.0
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,65983.48,27721.04,0.0,T1,93704.51999999999,0.4201209151139043
DPS,Department of Permitting Services,DPS 75 Director,M,222000.0,0.0,0.0,EX1,222000.0,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,61196.57,0.0,0.0,16,61196.57,0.0
PRO,Office of Procurement,"PRO 35 Living Wage, Prevailing Wage and Equal Benefits",M,117191.79,0.0,0.0,25,117191.79,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,91068.39,0.0,0.0,24,91068.39,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311 Call Center,F,56606.79,326.58,0.0,13,56933.37,0.005769272555465519
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,86996.08,0.0,0.0,24,86996.08,0.0
DOT,Department of Transportation,DOT 50 Highway Services,M,56003.43,15307.53,0.0,15,71310.96,0.27333200841448463
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,M,23435.38,0.0,0.0,10,23435.38,0.0
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,23435.38,0.0,0.0,10,23435.38,0.0
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,M,23435.38,0.0,0.0,10,23435.38,0.0
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,84210.92,952.96,0.0,16,85163.88,0.011316347096077326
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,M,71523.55,0.0,0.0,18,71523.55,0.0
CEC,Community Engagement Cluster,CEC 16 Community Partnerships,M,123158.49,0.0,0.0,N28,123158.49,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,98021.46,0.0,0.0,24,98021.46,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311 Call Center,F,76986.0,25.8,0.0,13,77011.8,0.00033512586704076067
DPS,Department of Permitting Services,DPS 75 Land Development Right-of-Way Plan Review,F,136188.0,0.0,0.0,26,136188.0,0.0
CCL,County Council,CCL 01 Council Central Staff,F,89882.64,0.0,0.0,N17,89882.64,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,92751.25,0.0,0.0,18,92751.25,0.0
